timestamp_ms,mmg1,mmg2,mmg3,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
763730,1756,935,915,16672,-432,-2132,-1408,1982,-407
763740,1709,951,918,16604,172,-2736,-1424,2312,-331
763750,1753,978,917,16684,576,-3184,-1424,2225,-122
763760,1755,995,919,16544,904,-3004,-1440,1645,96
763770,1756,994,917,16504,956,-3132,-1392,735,119
763780,1754,972,918,16556,680,-3152,-1472,-99,-185
763790,1754,999,919,16552,48,-3036,-1424,-450,-504
763800,1755,1019,914,16656,-236,-1976,-1392,149,-301
763810,1753,1006,917,16704,88,-1820,-1408,1006,294
763820,1755,967,919,16744,244,-2236,-1424,936,469
763830,1753,943,920,16512,16,-3164,-1440,24,4
763840,1756,955,918,16388,-236,-3144,-1456,-546,-606
763850,1755,979,917,16748,-484,-2860,-1456,-34,-829
763860,1755,1011,918,16888,-412,-3232,-1440,796,-478
763870,1755,1007,921,16952,-384,-3748,-1408,1015,300
